gene_name	significant	logpval	difference	tstat
Noa1	NA	0.745628	0.546703	1.21337
Slc29a2	NA	0.920481	0.546631	1.39449
Ctu1	NA	0.970793	0.546584	1.44398
Cdk19	NA	0.999727	0.546519	1.47197
Sirt3	NA	1.28967	0.54565	1.73741
Strn	NA	1.21113	0.54562600000000006	1.6676
Bloc1s5	NA	0.817908	0.545477	1.28946
Spag9	+	2.02722	0.545205	2.33883
Zfp763	NA	0.698921	0.545134	1.16138
Wdr26	NA	1.25699	0.54506	1.70797
5033421B08Rik	NA	0.314548	0.544877	0.66255
Ntf5	NA	0.78032	0.544646	1.2495
Sohlh1	NA	0.43351	0.544401	0.836199
Acaa1a	NA	0.827277	0.544203	1.29847
Mapk1ip1	NA	0.733495	0.544005	1.19887
Kctd9	NA	0.706351	0.54375	1.16899
Parp3	+	3.11887	0.543578	3.11373
Pkd1l2	NA	0.882935	0.543236	1.35475
Hexa	NA	1.12477	0.543217	1.58699
Acacb	+	1.89019	0.543148	2.22919
A430046D13Rik	NA	0.917417	0.542907	1.38902
Ino80	+	1.88113	0.542633	2.22125
Gm47079	NA	0.666088	0.542548	1.12341
4933433G15Rik	NA	0.666088	0.542548	1.12341
Gm12500	NA	0.666088	0.542548	1.12341
Gm49282	NA	0.666088	0.542548	1.12341
Vpreb3	NA	0.666088	0.542548	1.12341
Crtap	NA	0.2888	0.541819	0.621099
9030624J02Rik	+	1.56528	0.541669	1.96692
Ptpn21	NA	0.546026	0.541567	0.981321
Mul1	NA	0.576984	0.541321	1.01896
C87436	+	1.74053	0.541082	2.10792
Gm17202	NA	0.365995	0.541062	0.739912
Atp6v0d1	+	1.63572	0.540951	2.02349
Pyurf	NA	1.16661	0.540803	1.62303
Chic1	+	2.47233	0.540451	2.65897
Ppm1h	NA	0.829041	0.540208	1.29801
Slc25a44	NA	0.860478	0.540158	1.33014
Vps13b	+	3.6767	0.539908	3.45229
Jkamp	NA	1.24099	0.53958	1.68843
Rsl1	NA	0.558028	0.53926	0.995274
Gm42418	NA	1.10458	0.538908	1.56476
Tmem106a	NA	0.231331	0.53886	0.523673
Mepce	+	1.57401	0.538648	1.97007
Zdhhc24	NA	0.755642	0.538469	1.22
Mapk8ip2	NA	1.05359	0.538047	1.51669
Tada3	NA	0.450715	0.538027	0.857917
Gm43672	NA	0.823459	0.537717	1.29081
Klf13	+	2.22573	0.53756	2.47305
Mon1a	NA	0.400133	0.537188	0.78824
Nrbp1	+	1.98722	0.536911	2.29306
Gm12942	NA	1.23129	0.536573	1.67691
Plcb3	+	2.24954	0.53656	2.48843
Bloc1s1	+	2.19699	0.536038	2.44864
Tmem120a	NA	0.780732	0.535677	1.24516
Ctsa	NA	1.24302	0.535188	1.6858900000000001
Capn1	NA	1.14904	0.534843	1.60179
Numbl	NA	1.29336	0.534485	1.72913
Adam1a	NA	0.454214	0.533921	0.861533
Arl4d	NA	0.454214	0.533921	0.861533
Arel1	NA	0.805321	0.533918	1.26988
Armc6	NA	0.738997	0.533696	1.19972
Fam193b	+	1.55901	0.5336	1.95107
Rest	+	3.2608	0.533314	3.17063
Fadd	+	2.19893	0.5333	2.44434
Zfp445	+	2.54767	0.532883	2.69356
Zfp617	NA	0.4804	0.532693	0.895617
Rpl6	NA	1.28895	0.532608	1.72334
1700034H15Rik	NA	0.332485	0.532493	0.688307
Susd2	NA	0.564952	0.532002	1.00116
Spint2	NA	0.981193	0.531841	1.44345
Nol8	+	2.05846	0.53172	2.33706
Gtf2h2	NA	0.958267	0.531605	1.42126
Sema4b	NA	0.531626	0.531328	0.960161
Nrbf2	NA	0.702046	0.530854	1.1582
Oma1	NA	0.666103	0.530489	1.11816
A530099J19Rik	NA	0.447251	0.530261	0.851293
Atrn	NA	1.04287	0.529967	1.50023
Sbds	+	1.85796	0.528061	2.17873
Gltscr2	NA	1.31279	0.527832	1.73877
Alox5ap	+	2.28081	0.527807	2.49199
Armc7	NA	0.326038	0.527507	0.677635
Arhgap23	NA	1.19995	0.52616	1.63911
Maz	+	1.58846	0.526085	1.96461
Ankrd63	NA	0.393896	0.526024	0.777024
Ltb4r2	NA	0.340816	0.525958	0.699782
Bcl7b	NA	1.181	0.525872	1.6221
Cd37	+	2.12838	0.525835	2.37711
Ncln	NA	0.638097	0.525827	1.08449
Espnl	NA	0.402375	0.525425	0.788797
N4bp2l1	NA	0.938447	0.525386	1.39769
Icam4	NA	0.747245	0.525162	1.20414
Smyd5	NA	0.468787	0.525068	0.878357
Arhgap31	NA	0.31777	0.525023	0.66451
2700033N17Rik	NA	0.676659	0.524837	1.12738
Plekha4	NA	0.716788	0.524787	1.1713
Atp2c1	NA	1.33539	0.524726	1.75459
Blcap	NA	1.28569	0.524269	1.71172
Dock6	NA	0.404029	0.524188	0.790825
H2-DMb1	+	1.7028	0.523961	2.05202
Sh3kbp1	NA	0.886005	0.523478	1.34515
Gm11417	NA	0.308021	0.523456	0.649097
Oasl1	NA	0.308021	0.523456	0.649097
Wdr38	NA	0.658904	0.523434	1.10695
Trim30d	NA	0.658904	0.523434	1.10695
4933430I17Rik	NA	0.658904	0.523434	1.10695
Gm10638	NA	0.658904	0.523434	1.10695
Stx1a	NA	0.658904	0.523434	1.10695
Zfp273	NA	0.658904	0.523434	1.10695
Tmem64	+	2.2809	0.523323	2.48201
Mapk3	+	2.62616	0.523258	2.72242
Harbi1	NA	0.283309	0.523068	0.609698
Fzd2	NA	1.11215	0.52248000000000006	1.55743
Rpsa	+	2.86399	0.522425	2.87896
Proscos	NA	0.543847	0.522212	0.97212
Nlk	NA	0.829604	0.521636	1.28757
Micu3	NA	1.38481	0.521209	1.79205
Dis3l	NA	1.25649	0.521206	1.68339
Cyth3	NA	0.433406	0.520938	0.830315
Tfip11	NA	1.09879	0.520672	1.54377
Nbeal2	NA	1.06045	0.520494	1.5087
Ppp1r16a	NA	1.05841	0.520206	1.50659
Diap1	+	2.02131	0.5201	2.28703
Smg6	+	1.83951	0.519411	2.14989
Eps15	+	2.58415	0.519212	2.683
Supt3	NA	0.754057	0.519106	1.20811
4632415L05Rik	+	1.64159	0.519045	1.99666
Pithd1	+	1.70443	0.518839	2.04538
Fam65c	NA	0.526866	0.518771	0.950117
Trim14	NA	0.22151	0.518689	0.504364
Trio	NA	1.16323	0.518483	1.59935
Man1b1	+	1.62707	0.518119	1.98388
Itgb4	+	2.27557	0.518072	2.46637
A430105I19Rik	NA	1.19669	0.517917	1.62818
Plekho2	NA	1.08158	0.517741	1.52562
Rpl22	+	2.49894	0.516566	2.61804
Klf8	NA	0.94395	0.516248	1.3964
Dhx34	NA	0.517649	0.516073	0.937812
D10Wsu102e	+	2.72054	0.515563	2.76422
Tob1	NA	0.61723	0.515402	1.05624
Fam134a	NA	1.25783	0.515009	1.67802
Pygb	NA	1.12477	0.514946	1.56193
Zmym3	NA	1.37648	0.514879	1.77762
Zpr1	NA	1.11323	0.51464	1.55136
Abhd11	NA	0.863069	0.514505	1.31657
Armc9	NA	0.85654	0.514472	1.31008
Dlx4	NA	0.355448	0.51444	0.719349
Hist1h2be	NA	0.452714	0.514256	0.854276
Mxd1	NA	0.59281	0.513875	1.02738
Dnajb4	NA	0.595247	0.51368	1.03014
Stat2	+	1.91928	0.513492	2.19918
ENSMUSG00000113450	NA	0.495234	0.51336	0.908863
Ap4b1	NA	1.10248	0.513215	1.54046
Carhsp1	NA	0.849635	0.513189	1.30239
Gm2237	NA	0.895947	0.513042	1.34785
Card11	NA	0.418946	0.513007	0.808721
Ist1	+	3.05262	0.512699	2.96872
Casp2	NA	1.48043	0.512633	1.85963
Fbxl4	NA	0.264816	0.512395	0.578003
Morc3	NA	1.53745	0.51189	1.9042
ND1	+	1.78967	0.511808	2.09926
Pcmt1	+	1.98108	0.51143	2.24079
Gabarapl2	NA	0.973464	0.511419	1.42073
2810403A07Rik	NA	0.440027	0.510849	0.836551
Klhdc8b	NA	0.384437	0.510571	0.760268
Kit	NA	0.384437	0.510571	0.760268
Zfp771	+	1.65454	0.510544	1.99397
Snapc2	NA	1.14881	0.510349	1.57888
D3Ertd751e	NA	0.900317	0.510142	1.35007
Epb41l4aos	NA	1.0282	0.509764	1.47018
Sun1	NA	0.874777	0.509034	1.32445
Slc26a6	NA	0.583711	0.508897	1.01477
Gm4961	NA	0.955156	0.508248	1.40108
Ccdc181	NA	1.1236	0.508172	1.55461
Tns1	NA	0.977814	0.507968	1.42212
Spns2	NA	0.38207	0.507954	0.75634
Zfc3h1	NA	1.45296	0.507766	1.83116
Rnf103	NA	0.607343	0.507424	1.04154
Cdyl	NA	1.15637	0.507399	1.58267
Celf5	NA	0.379306	0.506911	0.752193
Qtrt1	NA	0.469988	0.506449	0.874536
L1cam	NA	0.656053	0.506387	1.0959700000000001
Msrb1	NA	1.30292	0.506209	1.70642
1700011D18Rik	NA	0.418853	0.506047	0.806845
Hspa4l	+	1.83441	0.505325	2.12159
Srsf6	+	1.84068	0.505177	2.12598
1700025G04Rik	+	1.81521	0.504893	2.10657
Prpf38b	+	2.51713	0.504703	2.59935
D230025D16Rik	NA	0.767276	0.504663	1.2138
Akt1s1	NA	1.18173	0.504348	1.60165
Zfp458	NA	0.918295	0.503896	1.36288
Zc3hav1	+	1.73931	0.503725	2.04781
Rb1cc1	+	2.81308	0.503408	2.78806
Rab17	NA	1.01357	0.503392	1.45147
Ube2w	NA	1.07926	0.503371	1.51082
Ppip5k2	+	2.26665	0.503302	2.42625
Usp30	NA	1.14459	0.50307	1.56817
Ppil2	NA	1.02783	0.502995	1.46415
Golga4	+	2.50157	0.502547	2.58329
Ptbp2	NA	1.08657	0.502237	1.51631
Ggcx	NA	0.455591	0.502182	0.854631
1110012L19Rik	NA	0.595877	0.501895	1.02604
Sgta	NA	1.19187	0.501807	1.60779
Ucp3	NA	0.290961	0.501762	0.6189
Kcng2	NA	0.258485	0.501696	0.566127
Taf9	NA	0.229039	0.501684	0.515934
Tyw3	NA	0.476768	0.501295	0.88166
Skil	NA	0.964142	0.501143	1.40401
Atp6ap1	NA	0.709943	0.501141	1.15183
Apmap	NA	0.383285	0.501098	0.756513
Dyrk3	NA	0.736153	0.500978	1.17939
Zfp607	NA	0.274524	0.500838	0.592385
AL591952.3	NA	0.549485	0.500503	0.971082
Senp5	NA	0.787906	0.500456	1.23241
Cog8	NA	1.0634	0.500386	1.49398
Scamp5	NA	0.710383	0.500374	1.15189
Hemgn	+	1.67386	0.500112	1.99253
Uck1	NA	1.47837	0.499808	1.84085
Irf5	NA	0.427029	0.499762	0.816231
Faap100	NA	0.798048	0.499064	1.24182
Chm	NA	0.772475	0.498972	1.2158
Osbp	NA	1.34434	0.498901	1.73205
Gnpda2	NA	0.565773	0.498855	0.989758
Clcn3	+	1.62612	0.498701	1.95401
Cd244	NA	0.967676	0.498499	1.40521
Gm15706	NA	0.791783	0.498268	1.235
Mon2	+	2.44073	0.498127	2.53133
Med23	NA	1.22831	0.498125	1.6349
Prkcd	NA	0.96991	0.498108	1.40697
Zfp235	NA	0.623913	0.497899	1.05622
Fundc2	+	2.00825	0.497657	2.23329
Tbc1d25	+	2.02942	0.496744	2.24644
Zfp292	+	2.16182	0.496742	2.33899
Ap4s1	NA	1.2126	0.496569	1.61997
Zfp579	+	1.66015	0.496541	1.97649
Safb2	+	1.64866	0.496487	1.96771
Trmu	NA	0.749638	0.496318	1.19078
Klrb1f	+	1.82262	0.496108	2.09655
Shox2	NA	0.93128	0.496008	1.36928
Crem	NA	1.17261	0.495858	1.58519
Xrcc4	+	1.60044	0.495855	1.93005
Toporsos	+	1.92779	0.495824	2.17223
Zfand2b	NA	0.917046	0.495511	1.35549
Kdm6a	+	2.01727	0.494745	2.23378
Gm26734	NA	0.638015	0.494705	1.07051
Gm13091	NA	0.190717	0.494608	0.446193
Cisd3	+	1.77773	0.494437	2.06067
Plaur	NA	0.362589	0.494362	0.725592
Zfp229	NA	0.540747	0.494237	0.958276
Upf2	+	2.97615	0.493951	2.85886
Zmat5	NA	1.04939	0.493846	1.47562
Gga1	+	1.58622	0.493758	1.91601
Sfi1	NA	0.689683	0.493649	1.12628
Zfp146	NA	0.409262	0.493401	0.790586
Uba52	+	1.67327	0.493342	1.98125
Prdx2	NA	1.04599	0.492979	1.47182
Gm31108	NA	0.327644	0.492952	0.674002
Trpm2	NA	0.272341	0.492827	0.58771
Dpy19l4	NA	0.574462	0.492563	0.997394
Vipas39	NA	0.95662	0.492358	1.39008
Gm11615	NA	0.268947	0.492141	0.582091
Zfp955a	NA	0.450188	0.491931	0.844603
Matn1	NA	0.194775	0.491873	0.453493
Fcho2	NA	0.656884	0.491749	1.08986
Tgoln1	+	1.85237	0.49124	2.10934
Akr7a5	NA	0.798677	0.491112	1.23746
Gm26901	NA	0.467195	0.491035	0.866257
Snrk	NA	1.17846	0.491021	1.58519
Nek8	NA	0.671438	0.49074	1.10517
Mrpl23	NA	1.10243	0.490473	1.51926
Ube4a	+	1.7781	0.490424	2.05393
Cmtm7	NA	0.845028	0.490217	1.2826
Cmas	+	1.78988	0.489786	2.0614
Micu2	+	2.24514	0.489533	2.37933
Calhm2	NA	0.324994	0.489374	0.669352
Tsc22d4	NA	1.52293	0.48917	1.8607
Map3k8	NA	0.268443	0.489152	0.58085
AC163354.1	NA	0.277321	0.489151	0.595223
Dnal4	NA	0.820402	0.48907	1.2577
Etv6	+	1.96284	0.489038	2.18389
Dffa	NA	1.39386	0.488856	1.75938
Chmp1b	NA	1.19561	0.488435	1.59696
Fgf8	NA	0.233514	0.487992	0.522189
Man2b2	NA	0.50143	0.487991	0.908241
D430042O09Rik	NA	0.55599	0.487719	0.973838
Ifnar1	NA	0.449731	0.487241	0.842616
Urm1	+	1.99365	0.487167	2.20173
Vezf1	+	1.69804	0.486966	1.98922
Mnat1	+	1.69884	0.486931	1.98975
Atm	NA	1.07218	0.486792	1.48933
Dido1	NA	1.045	0.486639	1.46524
Commd5	NA	1.08376	0.48612	1.49883
Echdc3	NA	0.618064	0.485682	1.04409
Aamp	+	1.96353	0.48556	2.17741
Clstn1	NA	1.27005	0.485457	1.65541
Ccdc71	NA	0.849039	0.485325	1.28311
Syt3	NA	0.873935	0.485137	1.30689
Zfp296	NA	0.99879	0.484879	1.42239
Clcn2	NA	0.213749	0.484326	0.48719
Edaradd	NA	0.226593	0.484285	0.509787
Ppargc1b	+	1.78644	0.484285	2.04911
Gm20275	NA	0.346549	0.48404	0.700195
Bend4	NA	0.346549	0.48404	0.700195
Gm32857	NA	0.346549	0.48404	0.700195
Fkbp7	NA	0.45433	0.484008	0.847582
Wdr83	NA	0.888495	0.4839	1.31982
Samsn1	NA	1.18745	0.483835	1.58518
Sh2b1	NA	0.904221	0.483833	1.33459
Rpl29	NA	0.366885	0.483747	0.72938
Bcl7c	NA	1.40194	0.483503	1.75876
Zfp707	NA	1.58262	0.483497	1.89766
Chkb	NA	0.340265	0.483085	0.690807
Sri	NA	1.27423	0.482677	1.65556
Taz	NA	1.0561	0.482581	1.4713
Otud7b	+	3.65433	0.4823	3.19572
Stx8	NA	1.42799	0.48202	1.77716
Sf3b3	NA	1.13344	0.48190500000000003	1.53752
Fam133b	NA	1.53156	0.481875	1.85661
Lars2	NA	0.940884	0.481656	1.36697
Pot1a	+	1.74581	0.48135	2.01454
Rnf220	NA	1.24117	0.481335	1.62698
Crygn	NA	0.275667	0.481295	0.59139
Camta2	NA	0.485763	0.481011	0.886424
Crim1	NA	1.56309	0.480794	1.87882
Plekhm2	NA	1.11549	0.48076	1.52102
Fhit	NA	0.571742	0.480014	0.98901
Rsf1	+	2.11091	0.479697	2.26629
Tra2a	+	2.02424	0.479267	2.20645
Adgra2	NA	1.35083	0.479225	1.71286
Gm26660	NA	0.188798	0.479032	0.441326
Ikbip	NA	1.35719	0.479021	1.71763
Mpp1	NA	1.38866	0.478971	1.74234
Chd2	+	2.15729	0.478926	2.29569
Zfp87	NA	1.28909	0.4785	1.66263
Zfp703	NA	1.09382	0.478499	1.50018
Nfkbia	NA	0.763423	0.478323	1.19406
Rpusd1	NA	1.08212	0.477637	1.48925
Tmem186	NA	0.588827	0.476853	1.00717
Clasrp	NA	0.891679	0.476158	1.31697
4930518I15Rik	NA	0.860377	0.476091	1.28738
Suox	NA	1.41822	0.475379	1.76051
Mterf4	+	2.7878	0.475358	2.68475
H13	+	2.12147	0.475089	2.26301
Nedd4l	NA	1.60727	0.475024	1.9027
Mllt10	+	2.37115	0.474948	2.42581
Tmem63a	NA	0.920869	0.474188	1.34254
Pold4	NA	0.831143	0.474107	1.25796
Med20	NA	1.01544	0.473965	1.42759
Zfp830	NA	0.942844	0.473928	1.36246
Las1l	NA	1.21271	0.473923	1.59519
Ikzf2	+	1.86611	0.473207	2.08496
Zfp523	NA	0.744704	0.472972	1.17185
Fbxw4	NA	0.307054	0.472678	0.63909
Pla2g16	NA	1.27569	0.472578	1.64469
Ndor1	NA	0.954681	0.472466	1.37199
Tubgcp4	NA	1.57306	0.472335	1.87315
Fam63b	NA	0.98432	0.472334	1.39852
Zfp266	NA	1.11721	0.472318	1.51392
Nprl2	NA	0.896685	0.472035	1.31846
Pak6	NA	0.420699	0.471819	0.800065
Kmt2e	+	2.61522	0.47115	2.56763
Gpatch4	NA	1.01642	0.470823	1.42559
Anapc2	NA	1.50498	0.470719	1.81993
Sorbs1	NA	1.04598	0.470236	1.45085
Trub1	NA	1.24197	0.47021	1.61472
Uqcrc1	NA	0.699782	0.469954	1.124
Herc3	NA	0.584998	0.469893	0.999708
Stk10	NA	0.855954	0.469335	1.27821
Aasdh	NA	1.30224	0.469172	1.66165
Gm14455	NA	0.343121	0.469098	0.692022
C330018D20Rik	NA	1.44686	0.46877	1.7732
Trim33	NA	0.806817	0.468233	1.23033
Rftn2	NA	0.417631	0.468088	0.794929
4833403J16Rik	NA	0.253476	0.467855	0.553306
B630005N14Rik	NA	0.730661	0.467619	1.15434
Pced1b	NA	0.856742	0.467193	1.27736
Diexf	NA	0.876954	0.466899	1.2961
Erap1	NA	0.783195	0.466885	1.20635
Snhg7os	NA	0.340314	0.466674	0.687421
Cdk5rap1	NA	0.712557	0.466419	1.13514
Slc50a1	+	2.09452	0.466403	2.22539
Slc25a14	NA	1.04102	0.466392	1.44289
Wdr48	NA	1.20968	0.466378	1.58409
Rab26os	NA	1.02739	0.465888	1.43059
Hopxos	NA	0.303532	0.465764	0.63244
Ube2l6	NA	0.279776	0.465696	0.59549
Gpx4	NA	0.671984	0.465668	1.09251
Ttyh2	NA	0.518699	0.465559	0.920932
Nudt12	NA	0.172013	0.46547	0.408595
Zfp568	NA	0.848908	0.465377	1.26861
Gm32591	NA	0.617317	0.465326	1.03354
Hgsnat	NA	0.576841	0.465164	0.988338
Lcn4	NA	0.24086	0.465158	0.531906
Fkbp11	NA	0.24086	0.465158	0.531906
Rpl13a-ps1	NA	1.25226	0.464692	1.61639
Phf8	NA	1.34664	0.464564	1.6905
1810044D09Rik	NA	0.77496	0.464179	1.19644
Trappc6a	NA	0.568165	0.463796	0.977864
Chd6	+	1.70185	0.463637	1.95186
Gm26890	NA	0.85843	0.463606	1.27625
Rps25	+	4.36925	0.463383	3.4375
Zfp605	NA	0.619282	0.463327	1.0347
4632404H12Rik	NA	0.534827	0.463213	0.939066
Tcf25	+	1.67245	0.46282	1.92955
Dym	NA	0.88431	0.462778	1.29972
Mfsd9	NA	0.227855	0.462275	0.509418
Pcnxl3	NA	0.913663	0.46222800000000003	1.32623
Rpl26	NA	0.652183	0.462198	1.06963
BC003331	NA	1.31581	0.462158	1.66337
Nudt15	NA	0.745839	0.462096	1.1662
Snx10	NA	1.32477	0.461722	1.66978
2210016L21Rik	NA	1.04007	0.461676	1.43753
Cep97	NA	1.0778	0.461569	1.46961
E130311K13Rik	NA	0.47682	0.461378	0.868511
Ppp6r1	NA	1.52941	0.461373	1.82378
Ttc5	NA	1.3143	0.460865	1.66052
Cdc42se1	NA	0.569516	0.460837	0.978076
Serinc5	NA	0.76779	0.460807	1.18714
Dhx37	NA	0.548813	0.46068	0.954288
Mycbp2	+	1.82324	0.460635	2.0309
Cpn1	NA	0.616072	0.460601	1.02983
Wfdc12	NA	0.544256	0.460497	0.948931
Gm29019	NA	0.544256	0.460497	0.948931
Gm6297	NA	0.544256	0.460497	0.948931
Gm10399	NA	0.544256	0.460497	0.948931
Kcnab3os	NA	0.544256	0.460497	0.948931
Pbld2	NA	0.544256	0.460497	0.948931
Ncor1	+	3.79232	0.460408	3.16459
Gm3443	NA	0.295555	0.460045	0.619157
Gm44206	NA	0.338946	0.45997	0.683966
ND5	+	2.53467	0.45955	2.4847
Plekhm1	NA	1.25071	0.45917	1.60843
Patz1	NA	1.04964	0.459055	1.44316
Gm16224	NA	0.300711	0.458748	0.626829
Nr6a1	NA	0.39922	0.458663	0.767698
Kat6a	NA	1.53578	0.458495	1.82392
Iqck	NA	0.26981	0.458428	0.578455
Sco1	NA	1.24711	0.458258	1.60446
Sdccag8	NA	0.913229	0.458172	1.32247
Zswim8	NA	0.812941	0.458116	1.2291
Fars2	NA	0.974507	0.458038	1.37709
Gm10076	NA	1.64996	0.457543	1.90442
Vps33b	NA	0.772753	0.457528	1.18982
Ksr1	NA	0.816425	0.457247	1.2318
Nanp	+	1.89386	0.457229	2.07205
Hps5	NA	0.804245	0.457134	1.22006
Ap2m1	NA	0.995708	0.457102	1.3948
Oplah	NA	0.340099	0.457045	0.684984
Mtx3	NA	0.395062	0.45676	0.761572
Tysnd1	NA	0.710625	0.456609	1.12727
S100a11	NA	1.37531	0.455488	1.70016
Papolg	NA	0.491579	0.455438	0.884422
Gm15491	NA	0.304127	0.455343	0.631384
Eci1	NA	0.875635	0.455278	1.28577
Maea	+	2.1607	0.454272	2.23966
Rcsd1	+	2.47176	0.454227	2.43151
Cmtr2	NA	0.635527	0.454216	1.04759
Pcyox1	NA	0.43995	0.454111	0.81968
Arrb1	NA	1.52165	0.454041	1.80658
Zbtb49	NA	0.218198	0.453933	0.491712
Rnf145	NA	1.35778	0.453899	1.68466
Ttc4	NA	1.0538	0.453797	1.44144
Tpcn1	NA	0.56179	0.453681	0.966069
Zc3h18	NA	1.31965	0.453332	1.65475
D17H6S53E	NA	0.566493	0.453203	0.971178
Fmnl1	NA	1.48783	0.452984	1.78027
Akt3	NA	1.26959	0.452504	1.61494
Abcd4	NA	0.941735	0.452332	1.34303
Taf2	NA	0.540651	0.452112	0.941161
Poli	+	1.80399	0.451753	2.00043
Pramef8	NA	0.932059	0.451598	1.33379
Tradd	NA	1.3556	0.451574	1.67979
Rufy2	NA	0.822977	0.451157	1.23352
Rpia	NA	1.15855	0.450959	1.52496
Tlcd1	NA	0.74283	0.450931	1.15598
Fbxo2	NA	0.470894	0.450657	0.857349
Mboat7	NA	1.2023	0.450599	1.55961
Fancg	NA	0.466827	0.450586	0.852297
Rbm43	NA	0.647592	0.450557	1.05843
Thumpd3	NA	0.959226	0.450427	1.35677
Synj1	+	2.28872	0.450382	2.30978
Ptrf	NA	0.836324	0.450251	1.24537
Ap5m1	NA	1.06498	0.450191	1.44717
Urod	NA	1.49124	0.450115	1.7783
Churc1	NA	1.20283	0.449622	1.55886
Paip2	NA	1.21185	0.449534	1.5659
Zfp236	NA	0.624174	0.449529	1.03293
Igf1r	+	2.69957	0.449183	2.54937
Tnks	NA	0.575896	0.449142	0.979848
Teddm2	NA	0.175064	0.449128	0.41307
Def8	NA	0.854763	0.449035	1.26156
Cpsf7	NA	1.1924	0.448835	1.54963
Vps39	NA	1.12292	0.448628	1.4934
Wdfy1	NA	0.895585	0.448609	1.29851
Rmnd5b	NA	0.998054	0.448148	1.38836
Kdm2a	+	1.81927	0.448115	2.00353
Zfp362	NA	1.29059	0.448017	1.62538
Glt8d1	NA	0.772594	0.447642	1.18287
Hinfp	NA	1.12496	0.447132	1.49339
Decr1	NA	0.765827	0.446766	1.1757
Usp48	+	2.13983	0.446628	2.20786
Gcc1	NA	1.33081	0.446514	1.65404
Map2k5	NA	1.20632	0.446427	1.55775
Zbtb10	NA	0.431149	0.44602	0.805773
Gm10244	NA	0.241689	0.445948	0.530681
Kcnab2	+	1.86177	0.445659	2.02681
Dbil5	NA	0.52603	0.445548	0.921382
Tada2a	NA	1.12486	0.445443	1.49142
Gpr107	NA	0.860622	0.444954	1.2637
Brap	NA	0.837381	0.444793	1.24214
Per1	NA	1.15694	0.444713	1.51646
Zfp457	NA	0.304432	0.444632	0.629742
Hmga2	NA	0.304432	0.444632	0.629742
Itpr1	NA	1.5236	0.444596	1.79283
Oaz2	NA	0.665043	0.444247	1.07311
Bad	NA	0.786558	0.44417	1.19383
Gm3604	NA	0.55199	0.44402200000000003	0.95054
Prkag1	NA	0.716442	0.443878	1.12516
Gstt3	NA	1.03112	0.443598	1.412
A530013C23Rik	NA	0.31445	0.443413	0.644468
Lcmt2	NA	0.677686	0.443092	1.08546
Ankra2	NA	1.1504	0.443005	1.50924
Ddx54	NA	0.874187	0.442539	1.27409
Gm26606	NA	0.162104	0.442276	0.387763
Cuedc2	NA	0.929262	0.441918	1.32275
Kin	NA	1.37013	0.441868	1.67698
Capn15	NA	0.956734	0.441528	1.34642
Wdr20	NA	0.503146	0.441489	0.892814
Cnnm3	NA	1.15034	0.441403	1.50733
Gemin7	NA	0.8922	0.441083	1.2891
Cope	NA	0.795843	0.440908	1.20027
Clptm1	NA	1.00395	0.440578	1.38602
Zfp691	NA	0.500091	0.440311	0.88871
Luc7l3	+	2.74434	0.440207	2.54501
BC017643	NA	1.34312	0.440204	1.65451
Nudt13	NA	0.706752	0.439631	1.11275
Rps3a1	NA	0.416908	0.43952	0.785313
Prkacb	+	2.03967	0.439489	2.1279
Gcnt1	NA	1.20202	0.439472	1.54584
Dkc1	NA	0.568275	0.439275	0.966611
Cngb1	NA	0.299601	0.439232	0.621369
Calr3	NA	0.299601	0.439232	0.621369
Casp7	NA	1.13438	0.439063	1.49184
Exoc8	NA	0.690348	0.439032	1.09587
Kdm7a	NA	1.16629	0.438901	1.51706
Hspa2	NA	0.398563	0.438242	0.760887
Txnl4b	NA	1.26944	0.43817	1.59618
Rffl	NA	0.658219	0.438127	1.06246
Ppp2r3c	NA	0.895954	0.43783	1.28965
Rhbdf2	NA	0.471287	0.437803	0.853066
Cd44	NA	0.925859	0.437131	1.31545
Borcs7	NA	1.5262	0.437052	1.78227
Lrrfip1	NA	1.26543	0.436858	1.59139
S100a5	NA	0.613459	0.436823	1.01466
Cluap1	NA	0.517421	0.436261	0.907373
Tmem25	NA	0.177315	0.436197	0.416161
Efna2	NA	0.544256	0.436083	0.938109
Ttn	NA	0.544256	0.436083	0.938109
Tex14	NA	0.544256	0.436083	0.938109
Fam101b	NA	0.544256	0.436083	0.938109
Rbm20	NA	0.544256	0.436083	0.938109
Gpr68	NA	0.544256	0.436083	0.938109
Tnfrsf23	NA	0.544256	0.436083	0.938109
Myl4	NA	0.544256	0.436083	0.938109
0610010K14Rik	NA	0.544256	0.436083	0.938109
4930558K02Rik	NA	0.544256	0.436083	0.938109
Pkp3	NA	0.544256	0.436083	0.938109
Cyp4f17	NA	0.544256	0.436083	0.938109
Mmgt2	+	1.91856	0.436012	2.04319
H3f3aos	NA	0.272352	0.436005	0.578733
Pygo2	+	2.00866	0.43566	2.09949
Ighmbp2	NA	1.02646	0.434838	1.39913
Lrrc61	NA	0.600744	0.434801	0.999923
Cog6	NA	1.2557	0.434783	1.58124
Gm43403	NA	0.336343	0.434589	0.674363
Ldlrap1	NA	0.549621	0.43448	0.943425
Spaca6	NA	0.237893	0.434275	0.522687
A830035O19Rik	NA	0.404625	0.434165	0.767618
Gm47015	NA	0.404625	0.434165	0.767618
Srd5a1	NA	0.918958	0.434006	1.30658
Fam160a1	NA	0.435694	0.433955	0.807502
